transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,is_weekend,fraud_label,hour,day,month,day_of_week
187.56,3,7945.37,1,4,0,10,430.57,0,2,84,3751.67,1,0,1,21,28,1,5
15.35,3,92152.24,1,3,4,9,61.52,3,3,161,360.39,0,0,0,11,5,11,6
66.15,3,71653.66,0,4,0,4,177.21,3,2,57,4606.1,2,1,1,20,23,11,3
33.68,2,64799.87,0,2,3,14,423.17,0,1,24,1484.15,1,0,0,2,21,12,3
367.92,2,23686.66,0,1,4,7,162.48,0,2,175,1729.75,0,1,1,15,8,12,4
2.24,0,96572.36,0,4,3,14,340.86,0,0,183,4394.16,2,0,0,15,21,10,5
29.75,2,15375.35,2,4,0,14,213.57,1,3,124,4713.12,3,0,0,20,25,4,1
218.64,1,23479.44,1,3,2,12,52.5,2,1,89,3676.77,0,0,0,3,21,2,1
50.68,3,38616.26,1,3,4,4,267.52,2,3,11,1992.96,2,0,0,15,14,7,4
134.65,2,75044.99,1,2,4,1,110.28,1,2,69,3739.54,2,0,1,20,23,3,3
235.78,3,43019.69,2,3,3,12,418.37,3,0,182,3953.1,3,1,0,16,7,3,1
48.04,0,69757.15,0,0,1,11,211.53,2,0,17,2113.79,2,0,0,1,2,2,3
18.42,2,5574.24,1,2,0,2,112.58,2,2,159,701.32,1,0,0,23,15,3,2
31.12,3,36005.03,1,0,1,2,250.71,1,0,11,2873.22,2,0,0,6,21,10,5
151.29,0,76217.03,2,2,2,11,458.01,3,0,169,2277.69,0,0,0,9,10,12,6
88.31,1,48412.66,1,2,2,7,157.33,4,0,202,2948.15,0,0,1,22,11,10,2
165.35,0,49737.71,2,1,2,6,249.6,3,2,177,2339.87,2,0,0,11,22,1,6
11.73,2,4516.52,0,0,4,1,206.02,4,3,132,4353.8,1,0,1,2,22,11,2
49.09,2,51099.12,2,4,1,13,438.66,2,1,50,1479.19,0,0,0,21,27,2,0
19.65,0,63945.83,2,2,2,4,359.67,3,1,203,2287.28,0,0,0,1,2,8,2
62.0,1,51782.57,1,3,0,1,55.04,4,3,235,4583.12,0,1,1,0,26,7,2
36.77,2,21936.65,1,4,0,1,241.36,4,3,157,3994.61,3,0,1,4,15,12,4
7.5,0,38255.04,2,4,1,7,145.93,1,3,196,4180.63,3,1,1,10,25,9,0
19.79,1,51581.02,2,0,3,1,263.4,2,0,54,3568.54,3,0,0,12,14,9,3
41.06,0,89457.68,0,2,0,5,484.94,1,0,125,4855.15,2,0,0,2,5,11,6
68.23,0,28766.89,1,1,4,1,479.81,4,2,88,4610.37,0,0,1,7,11,2,5
295.77,1,20769.31,0,0,3,13,384.36,0,3,226,315.35,1,0,0,16,12,4,2
119.6,3,76230.55,1,4,1,5,482.32,1,0,85,853.2,1,0,0,14,12,12,1
24.23,1,69222.75,2,0,2,4,235.61,4,3,78,2868.57,3,0,1,19,11,2,5
63.6,3,88355.23,2,4,3,9,483.02,0,2,39,2351.75,0,0,0,18,11,7,1
120.78,0,16166.37,1,3,1,13,299.96,4,1,193,4868.86,1,0,1,9,5,8,5
15.26,2,32662.51,2,0,2,3,38.11,1,1,235,1859.91,0,1,0,17,12,9,1
60.47,0,6691.14,0,0,2,13,234.54,0,1,127,3474.38,3,0,0,18,26,7,2
34.15,0,48093.35,2,4,1,3,278.8,3,3,46,2996.08,0,0,0,15,21,3,1
19.91,1,65092.92,1,1,0,10,366.66,4,1,117,2762.6,1,0,1,20,13,9,2
56.77,0,35303.05,2,2,3,9,203.58,3,1,13,128.67,2,1,0,5,28,12,3
212.92,1,96487.32,2,1,4,7,220.48,0,3,33,3725.5,3,0,0,15,28,12,3
143.96,3,38591.41,1,2,4,12,95.33,2,0,199,1543.39,1,0,0,1,7,10,5
135.05,3,16697.73,2,3,4,1,35.81,2,3,200,2432.69,0,1,1,8,14,7,4
16.25,2,92037.96,1,0,4,4,278.06,2,2,162,129.28,0,0,0,2,15,9,4
39.3,3,43053.09,2,2,0,8,52.71,2,0,28,2349.77,3,1,0,6,20,4,3
25.41,2,54292.91,2,1,3,2,387.46,0,3,179,1594.99,1,1,0,21,11,2,5
35.98,0,96191.93,0,4,3,14,348.6,4,1,221,145.96,1,0,1,15,28,7,4
65.13,1,49611.79,2,4,0,4,443.82,4,2,205,2920.62,3,1,1,4,16,9,5
4.1,3,59332.13,2,1,3,9,100.57,1,1,76,2921.08,0,0,0,8,6,4,3
6.54,3,78724.45,0,1,1,12,120.61,0,1,100,4778.2,0,0,0,22,20,3,0
280.22,1,2964.58,1,1,3,5,58.85,4,2,232,1760.9,0,0,1,11,27,5,5
27.67,0,17650.99,0,2,4,3,198.53,1,2,212,4784.28,1,0,0,13,14,5,6
29.69,1,72914.99,0,0,3,7,79.14,0,2,58,3926.32,1,0,0,11,11,8,4
150.17,0,29026.56,2,0,0,11,116.31,2,0,182,1540.55,1,0,0,8,18,12,0
140.97,3,73448.9,0,1,1,9,241.95,0,3,7,249.87,0,0,0,21,18,9,0
44.98,0,69677.49,2,4,3,2,74.56,3,2,74,414.9,0,1,0,19,1,3,2
34.1,0,94614.32,2,3,2,1,154.22,3,0,139,4780.51,0,1,1,7,1,5,0
13.07,3,96491.29,0,3,0,2,211.03,3,0,201,3389.12,1,0,1,1,13,2,0
166.86,2,97760.59,2,4,1,7,169.23,2,0,80,3971.84,2,0,0,3,1,7,5
17.74,1,85035.41,2,0,3,5,473.42,2,3,235,548.74,0,0,0,23,11,7,1
128.58,0,12872.59,1,0,4,8,373.03,2,2,96,2546.57,1,0,0,16,7,6,2
200.59,2,38348.3,0,3,3,1,111.49,0,0,188,1398.76,3,0,0,3,18,12,0
97.56,0,11495.71,0,4,4,8,165.32,2,1,235,3753.97,0,0,0,2,23,5,1
102.28,0,34919.6,1,1,1,14,357.12,0,2,77,797.17,1,0,1,10,5,8,5
23.38,1,58823.22,2,1,1,9,120.94,3,2,212,4760.8,3,0,0,17,21,12,3
76.27,3,44249.86,2,1,2,3,316.99,4,1,127,3500.12,0,0,1,11,22,6,3
74.72,1,19315.25,1,4,1,7,95.24,3,2,161,1448.67,1,0,0,15,26,11,6
170.59,2,39142.89,0,4,0,3,258.36,3,0,12,4374.01,0,0,0,8,1,11,2
4.16,3,96707.23,1,3,1,6,136.57,2,1,96,1226.61,3,0,0,19,13,10,4
55.67,2,26489.52,2,3,1,12,229.84,2,3,81,2471.34,0,0,0,11,19,12,1
7.58,0,42598.52,1,4,1,4,31.08,2,2,157,4384.75,0,1,0,17,18,11,5
10.37,3,39874.21,2,0,2,3,372.87,2,3,162,1132.81,3,0,0,0,26,4,2
53.74,1,71013.14,2,4,2,6,129.23,2,1,5,4668.81,1,0,0,4,18,7,1
60.18,0,81456.97,1,3,4,13,160.51,1,0,71,1559.47,3,0,0,20,30,7,6
201.11,3,67770.27,2,4,4,6,363.69,1,0,170,1426.01,3,0,0,7,14,7,4
106.83,1,51035.5,0,4,2,2,245.04,1,0,172,3433.07,2,0,0,12,11,1,2
10.26,3,54011.31,0,2,0,13,306.94,1,3,28,4151.98,1,0,0,23,21,9,3
62.06,2,51547.48,1,0,0,14,385.45,3,3,201,2157.05,0,0,0,8,26,11,6
99.37,0,48159.65,1,2,2,7,64.5,4,0,46,132.38,1,0,1,2,5,5,4
243.19,3,7784.49,0,2,0,2,225.1,4,3,189,3436.34,1,0,1,0,30,6,4
82.93,3,8621.21,0,0,3,14,474.14,2,0,89,3027.27,1,0,0,19,3,3,4
198.65,3,52276.44,1,3,2,3,135.21,0,0,90,4735.29,0,1,1,5,29,5,0
45.33,1,33158.36,0,3,1,10,453.59,4,3,163,4436.99,2,1,1,12,17,4,0
91.96,2,18686.88,2,4,0,5,360.96,2,2,45,3032.15,1,0,0,9,19,4,2
16.93,2,49318.62,1,2,0,2,227.67,2,2,67,4116.33,1,0,0,1,29,10,6
56.61,3,91948.93,1,3,3,13,398.01,4,2,12,159.19,2,0,1,18,2,8,2
113.14,1,4311.48,2,3,2,1,361.14,0,0,114,503.79,3,1,0,10,28,2,1
157.38,1,90446.18,1,2,1,3,412.82,4,0,209,4356.06,1,0,1,6,10,11,4
154.6,0,29438.76,2,0,1,12,59.18,1,3,45,1571.28,2,1,0,10,17,10,1
57.49,3,64414.72,2,2,1,9,409.71,0,2,218,815.37,2,1,0,3,21,8,0
26.94,2,9483.45,2,3,4,4,287.29,3,0,5,3333.46,3,0,0,15,21,2,1
37.19,1,84151.83,1,0,3,10,222.25,4,3,89,2973.24,0,1,1,4,18,3,5
54.6,2,23526.52,2,0,1,3,296.82,1,3,66,2548.26,2,0,0,23,31,12,6
74.58,1,33342.82,0,0,1,3,286.04,2,1,189,1468.46,2,0,0,3,22,4,5
103.14,0,67384.67,2,4,4,9,259.09,2,3,71,2062.18,3,0,0,3,22,9,4
271.32,2,46912.32,1,3,4,11,149.68,3,1,220,1451.52,0,0,0,1,18,9,0
36.54,2,39783.25,2,0,0,12,365.62,2,0,68,3298.83,2,1,0,17,10,6,5
379.7,3,41322.85,1,3,3,11,253.62,4,3,63,2413.76,1,1,1,15,8,10,6
90.11,2,49746.92,1,1,4,8,468.28,4,2,133,3250.46,3,0,1,8,7,6,2
126.35,0,59967.85,1,0,4,1,457.3,2,0,55,4855.2,2,1,0,17,15,10,6
134.51,3,20547.39,1,1,0,8,186.41,3,0,24,1860.58,2,1,0,4,30,11,3
73.36,2,5485.6,2,1,4,12,262.77,4,0,214,3390.8,1,0,1,21,4,7,1
68.25,3,35928.42,0,1,3,11,303.77,2,1,46,849.13,1,0,1,5,16,12,5
48.82,2,26093.19,0,2,3,8,99.05,4,2,205,4861.62,1,0,1,22,28,2,1
50.45,3,30256.01,2,2,0,14,462.03,4,1,102,1505.71,2,0,1,7,11,10,2
16.44,1,56417.54,2,3,2,12,181.34,0,0,219,3209.47,2,0,0,16,7,8,0
94.54,2,36858.49,0,0,0,8,478.04,3,1,50,2703.17,3,0,0,3,31,10,1
292.3,1,51601.15,0,3,4,10,307.8,4,2,104,1096.11,3,1,1,4,4,9,0
32.57,3,88374.4,2,0,0,10,325.06,3,2,52,1455.35,3,1,0,3,14,4,4
100.65,3,37858.19,1,2,1,5,234.56,0,0,109,2528.49,0,0,1,20,4,1,2
4.84,3,5106.18,2,0,4,2,25.44,0,2,185,3326.03,1,1,1,2,11,6,6
51.76,3,65989.58,0,1,4,9,114.59,2,1,142,973.97,1,0,0,0,19,3,6
15.17,1,18242.47,2,0,0,10,32.64,4,0,96,4815.02,0,0,1,19,10,10,1
147.63,2,58231.74,0,2,2,9,41.45,3,2,85,3614.88,2,0,0,18,29,4,5
62.99,1,10263.09,0,1,3,10,329.45,0,3,9,4270.77,2,0,1,14,31,12,6
32.97,3,25441.05,0,0,1,5,405.97,3,2,222,575.08,2,1,0,6,10,10,1
306.48,3,81681.59,1,0,3,8,250.72,0,0,13,4706.63,2,0,0,0,20,11,0
235.61,2,57090.77,0,2,4,13,463.48,1,2,117,4346.15,1,1,0,8,24,2,4
349.64,1,28821.02,2,3,4,10,242.61,1,3,169,4038.78,2,0,1,8,14,9,3
49.81,0,91967.01,0,2,0,14,323.87,3,3,33,700.13,3,1,0,22,15,2,2
27.49,2,76465.58,0,2,2,3,48.85,4,1,127,1151.04,2,0,1,19,3,9,6
2.74,1,30300.24,2,4,1,13,396.53,0,1,232,105.62,3,0,0,9,19,12,1
53.55,0,42407.26,2,3,4,1,438.72,3,3,136,3107.21,2,1,1,2,29,12,4
151.95,2,32398.03,0,3,3,8,413.72,4,0,107,1202.98,2,0,1,19,6,6,1
113.76,0,35955.9,2,0,4,9,179.45,2,2,175,1881.06,3,0,0,22,26,4,2
155.56,1,61646.36,1,2,0,1,208.65,3,0,126,2202.81,2,1,0,11,9,7,6
9.46,2,63016.88,1,3,1,1,220.29,1,2,154,775.51,3,1,1,2,24,4,0
5.37,0,16672.37,2,1,3,8,472.54,1,0,175,4897.3,2,0,0,21,13,9,2
147.94,2,85380.43,2,0,3,12,30.65,4,2,80,1796.01,0,0,1,6,31,5,2
48.42,2,51860.43,0,0,0,13,399.39,2,3,202,985.19,1,0,0,23,26,4,2
214.1,3,15012.32,2,1,2,9,49.92,1,1,28,655.35,0,0,0,11,28,10,5
16.48,1,89806.97,2,0,3,1,366.31,3,2,71,3502.08,0,0,0,16,16,5,1
18.9,3,81466.43,2,2,3,2,402.05,1,0,214,1412.72,0,1,0,22,26,9,1
84.81,3,56103.28,0,3,4,9,35.78,0,0,32,3922.04,2,1,0,5,8,1,6
13.61,0,30869.93,2,0,2,14,293.91,1,2,181,1085.78,0,0,0,7,13,8,6
6.63,2,64881.69,0,3,2,8,310.8,4,2,28,2339.65,1,0,1,21,21,5,6
234.24,1,69746.18,1,1,4,10,123.41,0,0,67,2706.4,1,0,1,15,28,1,5
79.09,2,26969.27,0,4,3,13,178.41,3,3,169,3417.82,0,1,0,0,8,12,4
121.99,0,67027.29,1,1,2,7,365.69,2,2,83,3279.04,1,0,0,1,28,12,3
42.7,1,80581.94,1,3,1,5,46.6,4,3,93,3779.02,0,1,1,12,2,12,5
140.8,3,20375.33,0,2,2,6,356.43,2,1,89,1507.54,1,0,0,22,17,10,1
26.57,1,31254.17,0,1,1,6,284.82,0,0,127,3204.76,0,0,0,22,16,12,5
9.72,0,62158.46,0,0,1,10,88.19,2,3,200,4279.73,0,1,0,3,13,5,5
95.68,1,3332.59,2,0,2,12,454.24,3,0,106,4369.67,2,0,0,23,12,10,3
106.35,1,89565.93,1,2,4,8,400.71,4,1,113,1165.76,1,0,1,12,16,11,3
89.21,1,88717.45,2,3,0,3,373.75,2,3,25,1629.19,3,0,0,0,28,3,1
67.88,1,97686.98,0,1,4,10,186.19,3,1,170,2254.53,3,0,0,15,8,2,2
113.91,1,83834.54,0,0,3,2,119.31,4,1,231,3701.34,1,1,1,0,4,11,5
42.58,3,30725.33,2,1,1,11,237.3,4,3,10,2918.73,3,0,1,10,14,3,1
322.73,1,12368.23,1,2,4,5,113.23,1,2,101,1699.89,1,0,0,12,6,5,5
13.1,1,86383.41,0,1,1,4,100.71,1,0,12,835.54,3,1,0,6,6,11,0
129.1,2,52014.83,2,1,4,9,377.02,3,0,45,1880.98,2,1,0,8,8,3,2
98.29,1,64571.0,2,2,3,4,428.53,4,2,8,4133.37,2,1,1,18,28,1,5
19.62,3,67255.91,1,2,1,2,120.83,0,1,147,2253.79,0,1,0,14,20,10,4
3.36,0,43072.44,0,2,0,14,207.79,3,0,200,1233.02,0,0,0,15,28,3,1
130.18,2,58337.11,2,2,0,2,149.53,1,3,166,3350.91,0,0,0,11,27,11,0
246.06,3,66601.19,0,2,3,10,479.29,4,3,153,741.02,1,1,1,16,29,10,6
13.47,0,9547.06,1,0,0,5,418.96,3,0,123,3517.42,2,0,0,15,5,12,1
2.08,3,81239.3,0,0,3,11,147.82,1,1,226,885.19,1,0,1,4,13,6,1
85.92,0,20335.04,0,1,1,3,131.35,3,2,134,3846.96,0,0,0,21,20,8,6
43.43,1,7628.96,0,0,0,13,399.11,4,1,138,2390.01,2,0,1,16,22,6,3
214.26,1,24439.61,1,3,2,11,323.93,0,1,151,2577.91,0,0,0,11,10,5,2
126.15,1,65113.82,2,3,1,3,145.71,3,1,30,4753.44,1,1,1,1,18,5,3
107.94,2,91417.45,0,0,2,8,462.66,2,2,115,912.38,3,1,0,0,30,3,3
96.25,0,74394.99,0,0,3,1,224.74,3,2,213,4018.12,2,0,1,18,2,2,3
103.41,2,52883.48,0,2,4,9,199.06,4,0,160,2000.24,2,0,1,21,5,11,6
10.9,1,65518.72,0,2,3,9,135.22,3,3,38,3879.35,3,1,1,11,18,3,5
71.66,2,74357.8,2,2,0,7,64.43,0,0,136,822.22,2,1,0,8,17,7,0
63.81,2,96842.95,1,0,0,1,231.07,3,2,199,2581.2,2,0,1,7,27,4,3
21.74,2,67826.8,2,3,0,8,251.05,4,1,175,2611.84,1,0,1,14,7,2,1
186.0,0,58478.69,0,4,3,14,124.44,1,3,214,3861.38,3,0,0,0,19,11,6
24.11,0,35313.35,0,3,0,4,333.46,1,1,187,3524.68,1,0,0,0,2,11,3
299.6,0,26111.97,2,2,3,9,105.78,0,1,106,3866.94,0,1,1,11,13,4,3
6.0,0,76840.2,1,3,1,12,446.98,4,2,57,137.55,1,0,1,7,4,10,2
289.43,0,66687.3,2,0,3,8,93.28,1,0,229,2230.57,0,1,0,10,5,12,1
49.24,1,91852.86,1,0,0,10,180.56,4,1,167,3804.86,2,1,1,0,6,5,5
277.66,0,16810.69,2,1,4,12,453.17,4,1,220,187.35,2,0,1,7,8,11,2
2.93,3,24324.35,1,0,4,12,444.04,2,1,40,4848.26,0,0,1,3,21,2,1
87.63,3,66843.78,1,1,2,13,137.32,3,1,41,1910.79,2,1,0,9,25,9,0
18.24,2,4167.04,1,0,2,7,161.03,4,0,35,1012.07,1,0,1,12,1,2,2
22.82,2,81236.97,1,2,4,10,151.93,2,2,84,1763.15,2,0,0,23,30,8,2
124.22,0,60315.0,0,1,1,14,349.26,3,1,97,1802.64,0,0,0,10,7,6,2
128.1,0,5993.19,2,3,2,10,48.44,3,0,50,690.45,3,0,0,21,8,2,2
169.58,0,95641.96,2,1,2,13,337.61,2,3,149,1463.69,3,1,1,22,26,11,6
5.6,0,66617.94,1,4,4,1,410.36,1,2,27,4365.51,1,0,1,17,2,3,3
152.45,1,63482.97,1,4,2,2,417.16,0,2,146,466.55,3,1,0,15,1,11,2
71.8,2,9454.04,0,4,4,12,475.81,1,1,136,580.5,3,0,0,7,3,10,1
2.27,3,3356.4,0,2,2,5,100.17,1,1,72,1466.42,0,0,0,10,23,4,6
47.38,1,30470.7,2,1,1,7,37.06,4,2,181,3340.31,0,0,1,5,17,5,2
112.52,2,94478.48,0,2,4,14,249.43,1,0,136,4148.86,3,0,0,14,8,10,6
11.68,2,44217.0,2,2,2,6,129.99,3,0,192,3797.05,2,1,0,4,20,7,3
172.05,2,19499.28,2,2,4,5,173.06,3,1,147,129.85,1,0,0,16,13,4,3
11.02,1,42665.96,1,3,1,2,327.1,0,0,36,3588.57,1,0,0,15,27,10,4
70.66,1,71032.29,2,1,4,11,237.86,0,3,148,2035.91,2,0,0,21,17,1,1
38.63,0,90263.52,1,1,0,6,257.75,4,2,119,1387.36,1,1,1,22,6,1,4
27.91,3,79617.23,0,3,2,4,363.83,3,1,94,2120.62,1,1,1,14,3,3,4
154.86,1,54776.67,2,2,2,5,288.5,4,0,146,395.67,2,1,1,20,25,7,1
159.82,0,85627.0,2,0,2,9,273.94,2,1,208,2971.97,3,0,0,14,1,10,6
67.1,0,4325.04,2,2,3,4,115.49,0,2,110,4085.49,0,1,0,2,22,8,1
133.67,1,47915.69,0,1,4,8,201.77,2,2,119,4296.12,0,0,1,23,23,3,3
56.2,0,94461.48,1,1,3,8,73.38,1,0,95,362.03,1,0,0,11,31,5,2
75.48,1,47752.55,0,3,4,6,103.08,2,0,139,4866.76,3,1,0,2,9,10,0
42.89,1,29112.05,0,1,1,5,81.83,3,1,204,1154.37,0,1,1,22,11,2,5
171.99,1,31272.06,1,2,3,13,188.06,0,0,216,2478.93,2,1,0,10,6,5,5
234.02,3,62289.78,1,4,2,13,451.65,3,0,218,747.09,3,1,0,2,5,5,4
15.05,1,95204.58,0,4,4,4,110.81,1,2,12,3150.08,2,0,0,22,6,1,4
61.78,2,30806.36,0,2,4,12,155.97,3,1,134,1859.98,1,1,0,9,7,3,1
30.77,1,97106.22,1,1,0,11,173.76,0,1,104,3673.11,2,1,0,8,11,1,2
57.03,1,23510.57,0,2,3,12,177.3,2,3,149,2156.95,1,1,0,22,8,2,2
142.21,0,88401.71,1,0,3,13,101.45,3,0,181,2727.53,2,1,0,17,9,5,1
175.47,0,6627.49,0,2,2,13,308.56,0,3,31,4525.86,2,1,0,20,17,3,4
219.31,3,83177.01,0,0,3,3,481.98,4,0,25,2258.49,1,0,1,12,11,1,2
69.11,0,46403.61,1,2,0,4,238.57,3,0,204,927.21,0,1,1,16,15,7,5
23.41,0,15468.39,0,2,2,12,39.39,0,3,216,1315.74,3,0,0,17,3,8,3
29.05,1,48072.97,2,0,3,11,475.08,1,2,150,4841.69,1,0,0,23,13,9,2
44.39,1,30654.65,2,1,2,3,267.8,2,3,5,3291.89,3,0,0,0,9,6,4
24.15,3,65556.1,1,1,1,2,366.81,2,2,201,1399.35,1,1,0,14,11,4,1
12.67,2,79876.1,2,3,4,7,199.46,3,2,223,991.12,3,0,1,7,18,5,3
11.77,2,26253.67,2,4,2,4,438.34,1,3,173,458.52,0,0,1,16,28,11,1
103.27,2,68868.43,1,0,4,13,462.99,4,0,93,1265.3,3,1,1,15,15,1,6
99.45,0,83607.36,2,1,2,2,423.95,0,2,81,4829.19,2,1,0,6,22,2,2
138.92,1,75217.13,0,1,3,7,45.56,2,3,229,960.62,3,0,0,9,17,1,1
12.0,3,32646.17,0,0,2,1,107.12,1,3,98,391.02,1,0,0,2,28,3,1
149.33,3,35145.78,1,0,4,8,197.48,1,0,181,4053.62,3,0,0,12,4,6,6
98.7,0,71194.99,0,0,2,6,210.07,1,3,230,4526.11,3,1,0,21,8,1,6
268.13,3,27226.81,0,2,4,14,87.7,3,1,172,1323.18,0,0,0,8,27,8,6
325.29,1,38077.04,0,3,0,5,448.34,3,2,61,265.47,2,0,0,4,25,8,4
12.15,1,29850.66,2,2,2,8,178.89,0,1,113,3911.92,3,1,0,18,25,6,6
298.08,2,9747.64,2,2,2,1,484.46,2,0,197,690.38,0,0,0,6,26,2,6
223.67,1,47602.58,2,3,4,10,341.03,1,1,67,1709.82,1,0,0,2,22,12,4
90.65,1,28083.73,2,4,4,10,432.99,3,1,22,2999.16,1,0,0,15,19,6,0
182.61,0,62007.0,0,2,1,11,490.01,1,3,34,1756.74,0,0,0,15,12,5,4
15.31,2,52139.28,1,3,0,10,484.42,0,0,171,4208.48,3,1,0,23,20,10,4
313.57,0,79076.88,0,1,3,10,301.25,4,0,211,1766.09,3,0,1,1,31,3,4
22.64,0,14756.94,0,4,1,3,139.13,0,0,116,1383.88,1,0,1,6,11,1,2
127.39,1,19084.46,0,2,4,7,217.56,4,3,203,4432.79,1,0,1,20,23,9,5
20.19,1,78100.94,1,1,3,11,102.95,0,2,127,4627.81,1,0,0,11,30,11,3
271.1,0,76449.66,1,4,1,11,155.13,4,3,5,4526.6,1,1,1,0,17,6,5
10.6,1,14352.94,2,3,3,6,139.79,4,2,90,1266.71,3,0,1,12,8,2,2
107.06,0,92145.74,0,4,2,7,472.23,2,2,137,1452.17,2,0,0,23,29,9,4
102.86,0,85186.67,2,0,2,1,198.76,2,3,15,2054.0,1,1,0,0,27,1,4
54.08,0,80917.66,0,2,4,14,409.32,2,0,12,2303.75,3,1,0,12,14,10,5
56.3,0,8920.51,0,3,1,4,100.93,1,0,45,3306.0,1,1,0,2,7,11,1
27.28,3,91009.47,2,4,2,2,36.43,3,2,121,255.79,1,1,0,16,7,1,5
50.21,1,65474.16,0,3,4,3,259.67,4,0,207,129.45,0,0,1,6,13,6,1
196.76,1,50053.51,2,1,3,12,295.14,3,2,99,1120.98,0,1,0,16,11,8,4
63.18,0,4443.37,1,0,3,7,268.31,2,1,91,136.18,1,1,0,20,28,1,5
80.68,2,46083.93,2,4,4,2,66.18,1,0,84,1934.5,0,1,0,10,19,8,5
3.13,3,68402.0,2,2,1,14,99.75,2,1,192,2834.54,1,0,0,9,31,7,0
27.93,2,81589.92,0,1,2,1,383.3,3,1,186,135.43,2,1,0,20,20,3,0
311.62,1,69974.39,1,2,2,13,88.96,4,1,121,4100.48,2,0,1,23,6,2,0
178.45,0,78743.43,0,3,3,9,22.21,2,3,11,2483.46,0,0,0,1,27,9,2
5.47,2,29525.21,0,0,2,4,179.0,4,2,36,2119.75,0,1,1,10,14,8,0
5.26,0,81226.0,2,0,4,10,102.18,1,2,178,1431.04,3,0,0,12,30,9,5
14.51,0,91591.39,0,0,1,3,465.1,1,0,211,3420.61,1,0,0,19,15,5,0
163.94,0,53592.77,2,2,2,14,69.8,0,3,87,237.65,3,0,1,18,11,11,5
182.14,2,42413.45,1,0,3,7,321.6,3,1,77,2870.85,2,0,0,6,15,6,3
27.85,2,34791.94,1,1,0,2,446.4,3,3,44,3263.17,2,0,1,7,14,5,6
114.44,1,51698.19,2,2,0,11,301.46,1,0,80,1588.54,1,1,0,13,18,10,2
56.36,3,93099.8,1,2,1,2,133.85,0,3,94,2809.66,2,0,0,7,23,11,3
318.54,3,57511.15,2,3,1,9,114.86,1,3,67,2118.74,2,0,0,11,17,11,4
36.53,2,50452.16,2,3,1,7,275.52,2,1,107,626.48,0,0,0,6,4,12,0
101.59,2,63114.23,1,4,4,7,149.19,0,2,140,280.83,3,0,0,16,4,4,1
140.1,0,58315.99,2,4,3,2,364.18,1,0,28,4855.38,3,0,0,17,8,9,4
66.73,3,70220.44,1,1,2,1,375.79,1,3,227,1588.78,0,0,0,0,3,8,3
14.49,3,6534.67,1,1,0,1,154.71,0,2,122,137.49,1,0,0,18,4,7,1
268.78,2,5748.38,0,4,2,2,441.14,2,2,33,4679.19,1,0,0,11,29,12,4
31.84,2,75506.97,2,0,0,2,480.69,0,3,127,1637.48,2,0,0,21,1,6,3
19.43,3,39391.84,1,4,3,14,268.26,2,2,8,4673.2,1,0,0,0,3,2,4
6.77,3,33081.3,1,0,1,11,278.67,4,0,169,368.78,2,0,1,7,12,3,6
41.5,1,72030.05,2,2,2,12,304.64,2,1,84,3556.99,2,0,0,13,26,12,1
18.63,2,24527.42,2,1,2,11,163.14,1,0,100,4688.18,3,1,0,15,16,1,0
37.54,2,40906.92,2,1,0,5,445.02,2,3,95,1425.69,2,0,0,9,6,11,0
70.55,0,17023.5,0,0,2,3,213.79,2,2,5,2171.45,3,0,0,16,22,7,5
181.3,1,49320.82,0,2,4,10,80.78,0,3,169,2960.98,3,0,1,14,25,3,5
34.38,1,18899.46,1,4,3,7,459.64,1,2,223,1907.75,2,1,0,11,17,10,1
36.23,1,62376.31,2,4,1,2,241.74,3,0,63,1132.48,1,1,0,0,6,1,4
51.82,2,22473.66,0,0,3,8,261.97,3,2,70,3522.22,2,0,1,6,29,7,5
7.88,3,9995.26,2,1,0,1,266.55,4,1,81,805.68,1,1,1,11,22,5,0
32.25,0,57270.91,0,3,0,13,387.3,0,1,83,1819.31,2,0,0,23,16,5,1
45.47,0,78534.51,2,2,4,13,268.07,4,0,98,3059.8,0,0,1,23,19,7,2
4.01,1,41115.81,0,4,2,4,399.1,2,1,125,592.4,1,0,0,20,21,4,4
4.73,0,36394.2,2,2,0,13,303.32,1,1,53,3992.95,2,0,0,3,31,5,2
96.04,3,39320.08,1,4,4,7,119.99,1,2,199,2338.73,2,0,0,15,21,1,5
5.24,0,2783.76,2,2,1,4,204.18,3,1,111,1360.38,1,1,0,16,8,4,5
154.4,3,73821.76,0,2,2,11,22.52,2,2,38,662.43,3,0,0,3,16,3,3
3.37,2,19188.52,1,1,3,7,234.35,4,3,131,2295.02,2,0,1,2,14,10,5
346.53,1,14945.96,0,4,2,13,169.77,0,0,52,4172.96,3,0,0,14,13,5,5
291.93,2,86668.7,2,1,1,4,163.78,3,1,148,4757.4,1,1,0,19,2,1,0
68.0,1,12219.92,2,2,2,1,160.98,1,3,214,2462.89,2,0,1,7,20,11,0
52.39,3,88909.3,0,4,1,13,484.35,3,0,183,271.87,0,0,0,4,12,3,6
70.95,0,82363.55,1,3,2,11,251.3,3,1,107,3687.89,0,0,0,9,13,12,2
41.82,0,52021.77,2,3,4,6,61.75,1,2,17,1254.08,0,0,0,3,27,9,2
36.06,1,54094.08,2,3,1,5,318.56,2,1,80,356.38,2,1,0,18,25,12,0
